사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,8호선,2813,강동구청,11,0,5336,1141,11783,5485,31297,14726,42729,34355,23759,13966,15298,9972,13708,10019,14564,10939,13482,12402,13141,12636,13175,14584,15613,17229,18974,22893,27346,34729,10127,25623,7753,16177,6804,15476,4921,14000,1526,8073,9,1074,0,0,0,0,0,0
2022-05,8호선,2814,몽촌토성(평화의문),1,0,1680,1457,3934,6229,12059,10373,17875,31727,10779,18138,8140,10259,9548,9839,10861,9254,11394,9551,11054,7907,11492,8270,13967,10094,16638,12168,21960,16320,9780,12850,7937,7314,8002,6593,6304,6198,2690,3526,0,271,0,0,0,0,0,0
2022-05,8호선,2815,잠실(송파구청),18,1,1431,2219,4810,10518,8865,31252,13761,77243,9882,43424,9977,30551,12348,32402,15569,31511,18661,31379,23261,29267,28861,28286,32773,30360,42449,36049,62866,43473,36414,23313,35086,12838,34149,9073,26088,7095,8745,4604,4,808,0,0,0,0,0,0
2022-05,8호선,2816,석촌,7,1,3048,742,6467,3748,16522,8798,24473,22320,14077,17127,10625,12544,10120,13176,11024,13108,11060,14443,10718,14182,11989,14129,13236,17336,17147,21801,19196,29029,11416,19862,10413,12648,10573,10441,8556,9208,3118,6508,25,1004,0,0,0,0,0,0
2022-05,8호선,2817,송파,0,0,2973,584,8550,5873,27289,10991,33223,18668,18789,10123,13590,8009,12563,8120,12835,10000,12565,11093,11226,11325,13284,12481,17089,15518,14906,19628,16715,26918,9199,22102,6778,12535,5407,12210,4081,11300,1439,6594,10,947,0,0,0,0,0,0
2022-05,8호선,2818,가락시장,60,2,2884,2518,5708,7397,10855,14798,12705,40436,10265,16875,9909,12193,10334,9838,9943,10549,10658,11178,11537,9927,13161,11477,13324,12955,18110,15624,28631,19809,12269,14774,11029,9323,10795,8466,9011,6629,3657,4223,22,2917,0,0,0,0,0,0
2022-05,8호선,2819,문정,6,0,2123,3435,6807,14195,22697,52984,32387,168200,19160,77958,15731,27156,16669,17916,18340,17838,21016,19973,23505,17516,26645,18789,31980,19589,75595,24064,123659,35131,41769,25336,27391,14639,24978,13124,19800,11642,6238,7445,8,180,0,0,0,0,0,0
2022-05,8호선,2820,장지,22,0,5888,2762,18019,13300,47906,27909,58173,48901,32537,30406,20865,19052,18639,19418,20874,23121,21212,20364,20672,23070,23771,26160,32943,28071,43233,33635,47498,50762,27891,36833,24219,22240,19097,18004,11846,18472,3835,10661,4,286,0,0,0,0,0,0
2022-05,8호선,2821,복정,17,0,4514,2651,10407,9522,28730,11134,37140,18731,22305,14324,14310,9318,11559,7557,13921,10281,12207,9504,11704,9353,13564,10370,18370,13970,23623,19400,25293,28970,14427,21348,9193,14245,7378,13021,6279,12777,2474,6571,6,449,0,0,0,0,0,0
2022-05,8호선,2822,산성,21,1,3947,795,8355,3681,22708,3658,25586,10538,13668,6929,9567,6365,8352,5458,8596,5738,7969,6017,7531,6273,8577,8274,10747,9506,10170,13583,7642,20641,3979,17899,2811,11556,2521,10608,1374,10113,607,6211,3,978,0,0,0,0,0,0
2022-05,8호선,2823,남한산성입구(성남법원.검찰청),40,1,11160,1581,21825,5343,53499,11645,70680,32047,35078,31596,22705,15547,20800,12183,23066,15320,20443,17097,17693,15501,21021,18282,26707,22178,30854,30197,26129,47041,12757,37701,8725,24441,6979,23163,4896,22786,1354,12969,18,1727,0,0,0,0,0,0
2022-05,8호선,2824,단대오거리,3,0,8897,1862,16976,8420,37388,11144,45476,24331,24720,12604,17760,8803,15648,9525,17677,10094,15671,11566,13919,13205,14494,16580,19636,20191,22968,25156,24495,38035,11757,30428,7815,18720,6262,17924,4610,16611,1730,11267,25,1486,0,0,0,0,0,0
2022-05,8호선,2825,신흥,0,0,3498,386,5417,3012,11832,3598,16624,7038,9316,4687,6462,4653,6412,4950,6684,5779,6493,7180,6150,7845,6709,8248,8690,10636,9187,12151,8198,16133,5050,13560,4294,8477,3226,7337,2352,6171,848,4220,7,511,0,0,0,0,0,0
2022-05,8호선,2826,수진,4,0,4241,621,7173,2485,17099,4116,23505,12255,12546,5775,8975,5311,7934,5292,9096,6488,8179,7457,6688,7606,8171,8709,10908,9894,10786,10700,8717,16048,5248,12609,3612,8525,3059,7823,2145,6877,770,5077,9,550,0,0,0,0,0,0
2022-05,8호선,2827,모란,11,0,2170,537,3340,3650,8480,4721,12252,10748,7774,6453,6902,7046,7706,6943,8605,7476,9131,7722,10318,6567,10584,7504,12970,8058,11740,8656,11458,10931,7066,7275,4984,4588,4617,4287,4142,3401,2245,2498,3,601,0,0,0,0,0,0
2022-05,8호선,2828,남위례,0,0,1089,622,4643,2457,16545,5820,18679,17998,10422,8827,7088,4950,6343,4843,7130,5659,7081,6555,6694,6161,7952,7608,9979,9678,12565,12503,14044,19007,6246,15175,4976,8181,5020,7707,3880,7391,1430,5651,0,14,0,0,0,0,0,0
2022-05,9호선,4101,개화,11,0,1762,245,6248,2959,13868,3399,9272,6059,3588,3116,2716,2301,2495,2262,2479,2424,2490,2378,2455,2057,3009,2521,4548,2339,6247,3262,6229,5933,2964,4841,1846,3039,1899,2071,516,1697,184,1146,6,226,20,25,0,0,0,0
2022-05,9호선,4102,김포공항,17,2,1371,1426,2962,13169,7910,22372,10471,29689,8983,21476,10493,20805,12748,26152,15842,24930,14630,27703,15004,26899,17688,24839,17748,29017,19805,32034,24750,34301,17985,19127,16740,8687,17071,4369,11474,3456,1433,2309,53,1034,0,1,0,0,0,0
2022-05,9호선,4103,공항시장,13,1,3647,189,4838,1542,10081,2200,10979,4054,6441,3124,5056,3094,4846,3510,5042,3832,4641,4242,4372,4236,4427,5145,4670,6692,4692,7638,4128,11136,2885,10104,2751,6453,2222,5920,1640,5484,671,4119,17,581,0,1,0,0,0,0
2022-05,9호선,4104,신방화,5,1,4679,641,11563,2411,29117,5276,27844,11740,15007,6375,11308,5637,10145,6497,10890,7729,10003,7927,9012,8226,9397,10897,11157,12571,9361,15170,10258,24909,5971,20154,4837,12204,3602,11143,2583,10549,912,7209,6,323,0,0,0,0,0,0
2022-05,9호선,4105,마곡나루(서울식물원),7,1,4086,1066,10968,9930,30097,16933,31088,49487,15523,23075,12158,14303,12737,12977,14608,12623,14997,13793,15459,13955,17953,13977,21834,16519,35277,24191,44938,36370,19867,31889,16501,18169,16912,15992,14696,15785,6463,11320,128,1164,0,15,0,0,0,0
2022-05,9호선,4106,양천향교,7,0,4508,1362,10604,7270,31794,10836,32321,39982,15264,17923,12184,9947,12110,8638,13727,9846,12934,10241,12437,11138,13725,10628,17132,12487,22021,18143,32902,27246,12260,25870,8010,16095,7044,13981,4977,14760,1671,11195,17,501,0,0,0,0,0,0
2022-05,9호선,4107,가양,90,0,15985,1597,26327,9041,75077,27639,80565,48947,44598,26953,33670,18312,31220,18536,32250,20680,29460,23686,26632,24980,27891,28010,32812,35156,39781,42821,48712,69817,21385,59239,16064,36682,13025,36240,9060,32127,2699,22304,34,1459,0,8,0,0,0,0
2022-05,9호선,4108,증미,2,0,2513,851,7962,4516,22050,9122,23300,32784,11917,12297,9168,7231,9235,6038,9350,6769,8926,7390,8462,7718,9128,9397,11025,9958,17205,11656,28409,20514,8678,16567,5640,9187,4483,8306,2674,7792,1031,5870,12,97,0,0,0,0,0,0
2022-05,9호선,4109,등촌,8,0,5857,791,15327,3520,45300,7048,54644,17887,23871,10991,18018,9571,16780,10523,16976,11797,15723,13031,14551,13758,14163,16171,15639,19971,15604,27064,18807,41159,9523,36033,7152,21135,6149,16660,4718,16190,1691,11804,30,214,0,0,0,0,0,0
2022-05,9호선,4110,염창,27,1,12524,774,28411,5355,80271,8787,88452,20426,46676,11040,28780,10382,25273,11252,25174,13990,22417,15593,19425,17571,18436,22495,20222,28046,22817,42889,24258,71628,13204,62480,10141,40069,8956,34200,6758,34476,2320,26827,34,1644,1,51,0,0,0,0
2022-05,9호선,4111,신목동,0,0,2043,468,6516,2287,20947,3657,21012,6052,10084,2971,6596,2923,6377,3225,5822,3559,5313,4698,5131,4372,4720,5041,6224,6583,7061,8657,6179,14028,2960,11672,2092,6780,1856,7444,1855,6588,607,4299,13,486,0,5,0,0,0,0
2022-05,9호선,4112,선유도,0,0,1873,1516,6267,5084,21443,15619,25517,44073,12415,17880,8363,7951,8445,8174,9423,8501,9127,9130,9032,9245,10942,9729,14120,10324,24097,12483,39734,20833,14112,15800,8834,9004,7421,8455,5752,7542,1820,5308,21,397,0,0,0,0,0,0
2022-05,9호선,4113,당산,58,0,8663,1553,18360,6791,54117,16308,63105,43416,35828,23585,26862,16863,26510,18528,28301,20064,26222,22021,24849,22172,24687,24625,27483,30246,35922,46059,46328,69572,24363,51860,20220,33353,20270,32206,17723,33102,7946,24053,113,1700,0,11,0,0,0,0
2022-05,9호선,4114,국회의사당,1,0,953,1810,2070,10155,3998,45027,7221,150606,6442,71789,7825,23676,10663,17651,16497,15879,17850,16128,20788,13271,21856,11101,27246,10265,62721,11939,108167,11755,35628,7160,21770,4325,21861,3319,14777,3104,5106,2130,75,38,0,0,0,0,0,0
2022-05,9호선,4115,여의도,13,0,2921,2279,4629,23174,9825,136206,11382,175528,11121,70615,13896,32903,20564,34399,22893,32692,27083,33316,30543,28996,37968,26742,53891,26479,138941,28833,153192,33683,69622,19976,57561,10425,47490,8925,31205,8084,10011,5100,184,1775,0,22,0,0,0,0
2022-05,9호선,4116,샛강,5,0,996,985,2360,4253,5146,16419,6500,39045,5205,14143,5096,8352,5986,7913,6395,6491,7060,6994,7958,7123,9111,6289,10527,7124,19816,9855,31987,13135,11452,7368,9365,4335,9268,3484,7897,3334,3603,2286,86,240,0,0,0,0,0,0
2022-05,9호선,4117,노량진,452,1,16941,2326,26209,14508,66413,45139,96983,70212,52091,42945,33345,26801,32314,26519,36872,33621,40517,37252,34228,32463,34339,35591,39107,43489,52085,60600,62841,91733,33351,59597,33634,40974,40868,39722,46067,38914,11498,25504,82,1824,0,0,0,0,0,0
2022-05,9호선,4118,노들,15,0,3849,282,5523,1521,17507,2614,21854,4594,11962,3272,8279,3802,7066,3588,6859,4542,7115,5149,6023,5864,5685,7392,6668,8247,7344,9975,6838,16682,4569,12076,3903,7535,3403,7152,2455,6859,953,4560,15,90,0,0,0,0,0,0
2022-05,9호선,4119,흑석(중앙대입구),15,3,3819,1329,6701,6840,17526,12019,22718,22086,14477,14482,13056,14242,13037,11540,14559,13504,14233,14750,14251,13498,16687,13560,19748,16466,24518,20621,21394,29978,11522,18988,10766,13474,11424,11471,11539,11642,5247,8609,71,120,0,0,0,0,0,0
2022-05,9호선,4120,동작(현충원),23,0,1161,264,1779,1842,5410,1978,6750,4354,4325,3872,3423,3276,4353,3073,4359,2819,4591,3061,4149,3022,4261,2747,4765,2794,4743,3284,4721,4933,2171,3409,1865,2191,1577,2224,1526,2347,563,1715,20,2118,0,31,0,0,0,0
2022-05,9호선,4121,구반포,1,0,194,176,684,1308,1506,3593,2024,4922,1327,4020,1271,2428,1418,2163,1959,2326,2235,2601,2598,2000,2624,2051,3307,1862,4183,2098,5213,3083,2438,1770,1887,839,1162,891,1145,768,265,789,5,71,0,0,0,0,0,0
2022-05,9호선,4122,신반포,0,0,640,881,2242,10977,6592,7492,8299,9543,5421,6167,4221,4933,4155,4293,4956,4887,5314,6071,5496,5769,7633,6632,13632,7461,14249,7730,10116,11151,6271,7514,5231,4153,5443,3702,4460,3483,1195,2310,19,50,0,0,0,0,0,0
2022-05,9호선,4123,고속터미널,21,0,2169,1651,5141,16263,17570,21204,22733,30986,18971,32732,16852,34759,19554,35033,22228,36388,24180,37932,26799,39400,30976,40497,35595,44000,39668,47362,40139,56394,35081,38221,33240,24013,27778,20433,23722,17715,8463,10014,83,179,0,0,0,0,0,0
2022-05,9호선,4124,사평,1,0,953,195,3201,1802,10527,5148,13330,7512,7722,3504,5810,3000,5172,3527,5491,4376,5448,5149,4944,5080,5580,5744,8194,7030,7276,8491,8081,10614,4746,8859,3066,5220,2375,4943,2141,5394,608,3339,16,53,0,0,0,0,0,0
2022-05,9호선,4125,신논현,39,0,5012,1492,13864,15141,35683,44506,47628,98679,33096,106322,28616,56667,34249,45385,40532,43120,44086,48579,45718,45577,52405,43554,62190,52607,86032,67803,115671,103688,80560,60032,59168,32532,64105,28521,62785,25524,28892,15276,435,1822,0,19,0,0,0,0
2022-05,공항철도 1호선,4201,서울역,208,0,2805,944,2710,11079,11291,17778,13526,25430,10311,20831,10901,17445,13325,15259,16274,16758,17124,15231,13341,13317,20888,14477,21741,14632,25752,17570,30497,21351,22200,17994,16683,12191,19393,10808,14618,6937,7293,3324,17,1886,0,0,0,0,0,0
2022-05,공항철도 1호선,4202,공덕,76,1,1354,136,2370,1627,6164,3944,5607,10337,3259,5153,2443,3836,2674,3488,2866,3915,3008,3657,2730,3447,2801,3730,3610,4764,5335,7425,9076,11987,3798,7600,3106,4290,3173,3993,2715,4082,1426,2751,84,1387,0,0,0,0,0,0
2022-05,공항철도 1호선,4203,홍대입구,157,9,4038,362,5032,3131,10091,8360,13014,23800,9015,24219,7647,19340,9258,23052,11766,25603,14350,26617,17112,22913,20412,22654,25150,24542,32326,27938,37816,37359,29585,24479,28260,11780,31891,9903,31648,8853,13946,6551,989,1869,0,0,0,0,0,0
2022-05,공항철도 1호선,4204,디지털미디어시티,74,1,3205,771,7495,6296,19288,29234,20570,97900,11654,40334,8993,14635,9224,11562,10377,12443,11484,12137,11561,10067,13800,10505,18291,11783,43612,16579,92266,25859,34718,16869,19958,10059,18076,9179,14813,8482,6098,5608,458,1860,0,0,0,0,0,0
2022-05,공항철도 1호선,4206,마곡나루(서울식물원),13,2,2210,801,4977,9275,14579,26627,15237,65846,8788,26533,5769,9287,6768,6582,7951,6976,7140,7272,7426,7193,9773,6744,18107,7876,48084,10985,49296,17361,17749,11749,11595,7325,9129,6919,6356,7193,2395,4841,429,3915,0,0,0,0,0,0
2022-05,공항철도 1호선,4207,김포공항,14,1,2255,1784,3629,11947,7305,23180,15430,23515,17043,13007,20324,10889,24494,13274,28260,13161,23952,13934,22426,13102,26309,11651,24408,13159,28819,14100,37560,14916,25415,8043,24956,4268,28394,2053,22235,1744,3065,1078,131,757,0,1,0,0,0,0
2022-05,공항철도 1호선,4208,계양,12,1,9528,896,25399,3652,65004,4580,52764,6798,28914,6461,19366,4659,16508,5140,15760,6487,13402,8443,10736,9916,10822,12558,13101,17439,13404,26099,9730,45281,6051,44896,4360,25583,3710,23913,2417,23899,1045,16707,164,5588,0,0,0,0,0,0
2022-05,공항철도 1호선,4209,검암,389,6,6768,432,15047,2682,36115,7959,26922,14888,14087,5422,9922,4049,9496,4561,9502,4888,8026,5772,7331,6345,7118,7399,8924,9783,10001,14833,13243,26573,4940,26305,3975,14091,3453,13500,2610,13423,1096,9988,169,5793,0,0,0,0,0,0
2022-05,공항철도 1호선,4210,청라국제도시,57,1,4463,220,19001,5199,34893,8648,21957,18047,12230,6384,9718,3824,10007,3845,8997,4946,7896,5731,7560,5982,7798,7162,10688,9966,15311,12654,21435,25318,6264,25446,4523,14371,3418,13319,2917,14290,909,9473,120,3887,0,0,0,0,0,0
2022-05,공항철도 1호선,4211,운서,33,1,7319,452,14959,6336,25284,10303,25144,13858,12083,10101,11884,6132,11919,6690,12657,6668,10536,8104,10110,8550,10844,10687,13819,13272,16576,15712,13329,29194,7206,20882,7282,15850,6686,14661,5342,14756,2155,10826,231,4607,0,0,0,0,0,0
2022-05,공항철도 1호선,4212,공항화물청사,4,0,389,585,1267,7035,1827,14844,2513,19707,1773,3988,809,2402,840,3133,1235,3108,1432,1780,2252,1015,3065,884,5280,1392,9993,1915,17286,1107,4248,945,2554,1501,2719,1106,2566,329,532,241,5,82,0,0,0,0,0,0
2022-05,공항철도 1호선,4213,인천공항1터미널,0,0,2850,2893,4042,9454,9051,20126,11596,24883,11627,8958,7925,8967,7924,9998,8000,12190,7505,10105,8997,11271,12339,10208,12788,9204,17560,11734,26188,6746,13087,4449,9583,4953,7500,3825,4167,2672,879,1658,10,902,0,0,0,0,0,0
2022-05,공항철도 1호선,4215,인천공항2터미널,0,0,1792,1771,2391,6481,3418,12053,6799,12081,6400,4582,3029,3200,2448,5418,1990,6509,2656,4127,3818,4006,7373,4454,7121,5524,12189,7240,15420,2969,7882,1467,5898,1124,3668,1309,1485,653,323,539,0,561,0,0,0,0,0,0
2022-05,공항철도 1호선,4217,영종,11,1,2498,211,8154,2202,12645,3302,10429,4658,7893,3328,6798,3341,6451,4051,6240,4132,5291,4058,5325,5452,5753,5531,6643,6078,6865,9852,5221,9712,3103,11857,2505,7321,2280,7361,1391,6571,598,5358,117,2267,0,0,0,0,0,0
2022-05,9호선2~3단계,4126,언주,7,0,1203,1444,2641,8802,7166,20084,10103,61926,8465,44675,8658,21665,10400,12799,12079,11592,12429,14106,14418,11415,16422,11424,21221,11647,37456,12638,54343,14975,25409,10302,14681,6625,12934,6381,9978,4961,3288,3715,55,284,0,3,0,0,0,0
2022-05,9호선2~3단계,4127,선정릉,11,0,1126,1097,4093,7293,8462,19054,10178,64138,7978,46710,6719,19540,7701,13834,9318,11930,10509,12181,11298,11210,12779,9697,16569,10852,29856,13124,54113,15083,28292,10769,15723,7243,13761,6889,11594,6779,3491,3586,47,216,0,0,0,0,0,0
2022-05,9호선2~3단계,4128,삼성중앙,6,0,730,550,2993,4402,5936,15072,7008,42355,5518,30546,5522,12258,5970,7513,7269,6871,7810,7768,8770,7078,9791,7354,12869,7572,21804,9350,38455,13225,16835,8203,10221,5002,9292,4365,6748,3657,2522,2845,32,71,0,0,0,0,0,0
2022-05,9호선2~3단계,4129,봉은사,6,0,1615,1493,5264,12385,9004,35053,10900,104661,8936,75838,9887,35794,14732,30571,19391,28633,23286,29206,26257,26437,31395,23301,39749,21663,64340,24423,96269,23974,45735,15151,32595,8005,30106,7440,22148,6027,5492,3186,78,76,0,0,0,0,0,0
2022-05,9호선2~3단계,4130,종합운동장,3,0,1186,194,3439,1990,9253,5268,11004,11746,7924,8158,5361,5000,5913,5282,6077,5877,6274,6938,5981,6589,6359,7839,8346,9156,10528,11604,12997,15957,7436,10430,8001,6167,8268,5927,7343,5479,3461,3587,50,173,0,1,0,0,0,0
2022-05,9호선2~3단계,4131,삼전,26,1,4607,409,7265,2890,20090,4030,32013,11717,20229,7926,11020,5727,9242,5829,9658,6481,9500,7396,8776,7973,8620,8841,9186,11173,10739,16146,14338,24631,7337,20746,5848,12197,4819,11998,4406,11778,1343,9547,12,512,0,21,0,0,0,0
2022-05,9호선2~3단계,4132,석촌고분,2,1,2577,417,5700,1986,16280,5272,27850,12992,17315,8559,9721,5811,8428,5661,8785,6427,8284,6933,7617,6865,8205,8519,9663,9169,11051,12736,13270,22603,6583,16997,4951,11694,5056,10332,3799,9480,1093,6134,14,175,0,0,0,0,0,0
2022-05,9호선2~3단계,4133,석촌,2,1,3109,262,9265,2456,24521,5591,31843,12417,22266,11460,13720,8293,12654,8704,12684,9520,13026,10317,12286,10365,12358,10301,14589,13563,16871,18697,17465,28155,10765,24337,9211,13985,10002,13398,8448,13546,2710,6943,26,420,0,0,0,0,0,0
2022-05,9호선2~3단계,4134,송파나루,2,0,1823,285,4265,2041,12214,3840,17795,11901,11326,9104,6929,5152,6570,7234,7017,7847,7694,8552,7477,7798,7528,7854,8137,11097,9495,14035,13246,20956,6964,16330,6478,7515,7187,6960,5624,6266,1845,4570,33,289,0,0,0,0,0,0
2022-05,9호선2~3단계,4135,한성백제,0,0,936,260,2779,1198,6998,2306,8558,6725,5220,5311,3461,3234,3592,3454,4637,3403,4534,3527,4113,3451,4587,3397,5414,3742,6068,4854,7792,7377,3307,5976,2952,3468,2292,3139,1921,3302,412,2335,9,168,0,0,0,0,0,0
2022-05,9호선2~3단계,4136,올림픽공원(한국체대),23,0,1857,646,7527,4082,15794,6350,19142,17600,13004,12655,8734,12705,10076,13658,12425,14505,10789,14951,10461,13597,11976,14607,15102,14836,16520,16361,19694,20629,11593,16752,12795,11632,17319,9839,18704,10785,1218,5864,11,414,0,0,0,0,0,0
2022-05,9호선2~3단계,4137,둔촌오륜,0,0,241,237,1013,1347,3623,4046,4204,2510,2173,971,1283,739,1390,906,1277,1028,1394,1073,1159,1019,1907,1220,5913,1502,2198,2276,2103,3052,1034,2690,670,1461,584,1337,376,1402,123,1002,1,53,0,2,0,0,0,0
2022-05,9호선2~3단계,4138,중앙보훈병원,12,3,3175,750,14587,6686,43077,12421,43748,19860,25489,14108,18382,13660,17613,8616,16088,11065,11729,14111,15685,11552,17559,10978,17048,12425,19488,17200,14251,30445,6028,25915,4475,14189,3531,14473,2753,14915,596,7370,13,1226,0,11,0,0,0,0
2022-05,우이신설선,4701,북한산우이,34,3,2198,682,3385,2415,9071,4179,10264,8554,6185,10209,5368,10259,5570,9181,6910,7095,8132,6036,8836,5464,9465,5221,8943,5078,7569,5309,6017,6505,4080,5559,2797,3600,2077,3167,1170,2785,348,1805,8,360,0,0,0,0,0,0
2022-05,우이신설선,4702,솔밭공원,4,0,1748,264,4288,1074,10710,1746,10922,2909,6835,2799,4898,2916,4796,3075,4267,3428,3953,4229,3610,4074,4187,4341,4089,4905,3446,5808,2689,7546,1749,6952,1283,4598,884,3962,612,3427,227,2348,2,181,0,0,0,0,0,0
2022-05,우이신설선,4703,4.19민주묘지,4,0,1578,368,3409,935,8848,1966,10256,9245,6433,5345,5692,7694,6064,7722,6870,7141,7189,6148,7426,6503,7915,5842,9208,5855,8444,6744,7221,7778,3573,7874,3243,4557,3398,4210,1601,3607,379,2921,4,57,0,0,0,0,0,0
2022-05,우이신설선,4704,가오리,11,0,2592,385,6393,1633,18010,2814,18302,5828,11677,4281,8020,4454,7474,4796,7531,5178,7279,6083,6001,6030,5598,7812,6219,9407,6089,10503,4718,13645,3391,13157,2410,7551,1682,6975,1149,6080,460,3774,4,42,0,0,0,0,0,0
2022-05,우이신설선,4705,화계,4,1,2109,607,4777,1555,13405,2388,14701,5116,9063,4755,7046,4672,6480,4326,7062,4640,6413,5086,5726,4993,5188,5932,5419,6878,4899,7508,4278,10283,3295,9821,2100,5700,1739,4891,1078,4543,437,2716,7,34,0,0,0,0,0,0
2022-05,우이신설선,4706,삼양,5,1,1180,326,2923,1341,6937,1490,7565,3623,5361,2633,3875,2702,3997,2668,3953,2868,3725,3189,3215,3539,2999,4463,3329,4880,3134,5147,2626,6108,1862,5491,1218,3555,851,3078,528,2579,301,1487,0,21,0,0,0,0,0,0
2022-05,우이신설선,4707,삼양사거리,5,0,1523,334,3211,1057,7568,2281,9502,4362,6753,3337,5376,3263,4514,3486,4787,3801,4940,4368,3930,4401,3879,5039,4053,5910,3804,6410,3725,7683,2813,6507,1843,3699,1418,3130,966,2611,399,1569,4,14,0,0,0,0,0,0
2022-05,우이신설선,4708,솔샘,7,2,3445,313,10936,1733,30270,3558,30189,4903,16529,3220,11209,3489,9113,3840,9532,4975,8414,5593,7107,6556,6448,8509,7390,10995,6479,13898,5131,22950,3458,21284,2305,12296,1695,11441,1520,10543,498,6386,5,99,0,0,0,0,0,0
2022-05,우이신설선,4709,북한산보국문,6,3,2256,613,8005,2734,20897,5858,25233,9889,16899,7186,12033,6557,10889,5748,10599,6790,10555,7383,9314,7681,9473,9012,11320,11885,12255,14712,11071,20537,6327,17300,4505,11629,3728,10710,2677,9895,1223,6533,15,45,0,1,0,0,0,0
2022-05,우이신설선,4710,정릉,5,2,2325,519,6081,2231,15942,3652,19090,7093,13712,4771,9973,4447,9009,4778,8975,5354,8387,5780,7620,6571,7327,8093,8084,9602,8754,11417,8660,16084,4875,12815,3347,7802,2678,7064,1953,6089,818,3348,13,47,0,0,0,0,0,0
2022-05,우이신설선,4711,성신여대입구(돈암),1,0,917,430,1377,1411,3633,4464,7085,9814,4667,7136,4334,6280,4733,6518,5465,6917,5651,7710,5869,7285,6380,7470,7173,8234,8078,9788,9388,12339,6376,7529,6094,4667,6960,3682,5824,2943,2564,1998,24,61,0,0,0,0,0,0
2022-05,우이신설선,4712,보문,0,0,599,140,957,1378,2333,3866,4016,5482,3183,3519,2666,2627,2458,2372,2665,2113,2825,2421,2596,2350,3057,2425,3892,2856,3474,3191,4259,3670,2321,2427,1856,1779,1589,1768,1402,1449,598,1080,9,21,0,0,0,0,0,0
2022-05,우이신설선,4713,신설동,84,12,862,815,989,2615,1554,5890,2375,12661,1845,8151,2165,4471,2510,3540,2998,3218,3185,3781,3578,2666,4625,2159,5864,2254,6940,2237,9713,2055,4630,1365,3090,976,3103,865,2181,911,752,744,16,182,0,1,0,0,0,0
2022-05,신림선,4401,샛강,16,4,98,115,141,271,182,876,301,1377,335,855,530,925,772,1178,648,1238,711,1442,1047,1575,1057,1142,949,1194,1066,999,1309,975,741,740,606,516,589,319,427,182,186,101,18,17,0,1,0,0,0,0
2022-05,신림선,4402,대방,8,4,97,16,138,71,305,134,470,223,436,158,479,191,464,248,403,257,492,257,451,349,538,380,479,365,497,404,508,460,325,340,266,270,246,238,212,188,77,121,13,24,0,1,0,0,0,0
2022-05,신림선,4403,서울지방병무청,23,23,72,15,197,101,512,311,671,350,617,380,731,299,820,350,595,514,602,705,564,590,702,650,601,646,533,660,431,891,241,626,196,484,176,417,86,405,27,260,3,34,0,0,0,0,0,0
2022-05,신림선,4404,보라매,16,14,124,33,201,88,519,242,832,490,699,302,637,378,700,435,813,534,851,518,810,592,719,629,746,658,661,744,759,855,443,722,355,433,305,388,241,332,126,260,20,57,0,0,0,0,0,0
2022-05,신림선,4405,보라매공원,6,5,70,53,143,133,387,262,463,491,476,344,499,378,613,473,591,467,477,551,538,713,570,773,596,730,545,721,670,751,400,597,285,440,145,414,152,302,64,199,8,27,0,0,0,0,0,0
2022-05,신림선,4406,보라매병원,32,31,133,45,201,286,514,837,614,2477,870,1282,1102,985,1229,877,1142,1081,1093,1320,1356,1349,1598,1089,1376,1068,1858,911,2491,1010,859,808,752,485,489,502,351,319,121,175,12,34,0,0,0,0,0,0
2022-05,신림선,4407,당곡,7,7,137,33,296,82,713,237,1072,512,855,354,844,391,755,452,911,640,990,668,875,731,862,827,801,960,821,988,850,1373,578,1010,480,681,299,534,223,501,103,337,17,68,0,0,0,0,0,0
2022-05,신림선,4408,신림,49,48,84,19,128,68,352,140,576,164,347,245,458,306,440,480,566,511,657,596,619,553,554,767,530,754,500,851,481,1061,418,819,350,467,308,413,268,391,123,316,36,129,0,0,0,0,0,0
2022-05,신림선,4409,서원,6,5,164,27,315,93,792,145,1127,175,862,173,792,270,677,336,767,444,756,440,716,458,610,691,518,713,513,832,462,1018,316,873,283,677,171,608,108,618,50,445,3,54,0,0,0,0,0,0
2022-05,신림선,4410,서울대벤처타운,28,23,370,35,621,209,1616,425,2062,744,1627,633,1693,806,1649,909,1752,1096,1903,1275,1781,1460,1563,1710,1592,1953,1565,1964,1418,2687,967,2138,778,1421,592,1495,511,1350,190,939,12,146,0,0,0,0,0,0
